0.108,0.65836,1.046,0.27595,2.317,-0.045572,-3.5565,0.39635,0.3667
0.109,0.66069,1.0459,0.27238,2.3242,-0.047728,-3.566,0.3858,0.35474
0.11,0.66301,1.0459,0.26881,2.3311,-0.050028,-3.5751,0.37513,0.34261
0.111,0.66535,1.0458,0.26523,2.3379,-0.052469,-3.5839,0.36432,0.3303
0.112,0.66769,1.0458,0.26164,2.3444,-0.055061,-3.5923,0.35338,0.31782
0.113,0.67004,1.0457,0.25805,2.3508,-0.057814,-3.6004,0.34231,0.30517
0.114,0.67239,1.0457,0.25444,2.3569,-0.06074,-3.6081,0.33113,0.29236
0.115,0.67475,1.0456,0.25083,2.3628,-0.063851,-3.6154,0.32078,0.28009
0.116,0.67712,1.0455,0.24721,2.3684,-0.067159,-3.6224,0.31014,0.26751
0.117,0.67949,1.0455,0.24359,2.3739,-0.070678,-3.629,0.29969,0.25497
0.118,0.68186,1.0454,0.23996,2.3791,-0.074423,-3.6352,0.28914,0.24227
0.119,0.68425,1.0453,0.23632,2.3841,-0.078392,-3.6411,0.27849,0.2294
0.12,0.68663,1.0453,0.23267,2.3889,-0.082637,-3.6466,0.26773,0.21636
0.121,0.68902,1.0452,0.22902,2.3934,-0.08716,-3.6517,0.25749,0.20353
0.122,0.69142,1.0451,0.22537,2.3977,-0.091981,-3.6564,0.24735,0.19064
0.123,0.69382,1.045,0.22171,2.4018,-0.09712,-3.6608,0.23713,0.17758
0.124,0.69622,1.0449,0.21805,2.4057,-0.1026,-3.6648,0.22681,0.16435
0.125,0.69863,1.0448,0.21438,2.4093,-0.10844,-3.6684,0.21641,0.15094
0.126,0.70104,1.0447,0.21071,2.4128,-0.11468,-3.6715,0.20648,0.13763
0.127,0.70346,1.0445,0.20704,2.4159,-0.12132,-3.6744,0.19666,0.12423
0.128,0.70587,1.0444,0.20336,2.4189,-0.12842,-3.6768,0.18673,0.11063
0.129,0.70829,1.0443,0.19969,2.4216,-0.13595,-3.6788,0.1767,0.096835
0.13,0.71072,1.0442,0.19601,2.4241,-0.14403,-3.6804,0.16704,0.083043
0.131,0.71314,1.044,0.19233,2.4263,-0.15265,-3.6816,0.15749,0.069106
0.132,0.71557,1.0439,0.18864,2.4283,-0.16187,-3.6824,0.14819,0.05508
0.133,0.718,1.0437,0.18496,2.4301,-0.17171,-3.6828,0.13883,0.040863
0.134,0.72043,1.0435,0.18128,2.4316,-0.18223,-3.6828,0.12942,0.026454
0.135,0.72286,1.0433,0.1776,2.4329,-0.19347,-3.6824,0.11996,0.011855
0.136,0.72529,1.0431,0.17391,2.434,-0.20548,-3.6816,0.11112,-0.002805
0.137,0.72773,1.0429,0.17023,2.4348,-0.21831,-3.6804,0.10249,-0.017618
0.138,0.73016,1.0427,0.16655,2.4353,-0.23203,-3.6787,0.093825,-0.032637
0.139,0.7326,1.0424,0.16287,2.4357,-0.24668,-3.6767,0.085115,-0.047862
0.14,0.73503,1.0422,0.1592,2.4358,-0.26233,-3.6742,0.076363,-0.063292
0.141,0.73747,1.0419,0.15553,2.4356,-0.27906,-3.6713,0.068287,-0.078885
0.142,0.73991,1.0416,0.15186,2.4352,-0.29692,-3.668,0.060494,-0.094674
0.143,0.74234,1.0413,0.14819,2.4346,-0.31599,-3.6643,0.052695,-0.11068
0.144,0.74478,1.041,0.14453,2.4337,-0.33634,-3.6601,0.044892,-0.1269
0.145,0.74721,1.0407,0.14087,2.4326,-0.35806,-3.6556,0.037083,-0.14333
0.146,0.74964,1.0403,0.13722,2.4312,-0.38122,-3.6506,0.029954,-0.16002
0.147,0.75207,1.0399,0.13357,2.4296,-0.40593,-3.6451,0.023103,-0.17694
0.148,0.7545,1.0395,0.12993,2.4278,-0.43226,-3.6393,0.016237,-0.19408
0.149,0.75693,1.039,0.12629,2.4257,-0.46034,-3.633,0.0093546,-0.21144
0.15,0.75935,1.0385,0.12266,2.4233,-0.49021,-3.6262,0.003056,-0.22907
0.151,0.76177,1.038,0.11904,2.4207,-0.52197,-3.6191,-0.0030641,-0.24696
0.152,0.76419,1.0375,0.11542,2.4179,-0.55574,-3.6115,-0.0086992,-0.26513
0.153,0.76661,1.0369,0.11182,2.4148,-0.59161,-3.6034,-0.014286,-0.28351
0.154,0.76902,1.0363,0.10822,2.4114,-0.6297,-3.5949,-0.019825,-0.30212
0.155,0.77143,1.0357,0.10463,2.4078,-0.67011,-3.586,-0.025315,-0.32094
0.156,0.77384,1.035,0.10105,2.404,-0.71295,-3.5766,-0.030085,-0.34007
0.157,0.77624,1.0342,0.097473,2.3999,-0.75833,-3.5668,-0.034633,-0.35944
0.158,0.77864,1.0334,0.093912,2.3955,-0.80644,-3.5566,-0.039198,-0.37899
0.159,0.78103,1.0326,0.09036,2.3909,-0.85718,-3.5459,-0.043392,-0.39878
0.16,0.78342,1.0317,0.08682,2.3861,-0.91071,-3.5348,-0.047478,-0.41877
0.161,0.7858,1.0308,0.083291,2.381,-0.96713,-3.5232,-0.051265,-0.43894
0.162,0.78818,1.0298,0.079774,2.3757,-1.0265,-3.5112,-0.054682,-0.45924
0.163,0.79055,1.0287,0.076269,2.3701,-1.0889,-3.4988,-0.058085,-0.47969
0.164,0.79292,1.0276,0.072776,2.3642,-1.1545,-3.4859,-0.061472,-0.50029
0.165,0.79528,1.0264,0.069297,2.3582,-1.2232,-3.4725,-0.064845,-0.52104
0.166,0.79764,1.0252,0.065831,2.3518,-1.2951,-3.4588,-0.067859,-0.54173
0.167,0.79998,1.0238,0.06238,2.3453,-1.3704,-3.4445,-0.070757,-0.56241
0.168,0.80233,1.0224,0.058943,2.3384,-1.4488,-3.4299,-0.073734,-0.58318
0.169,0.80466,1.0209,0.05552,2.3314,-1.5304,-3.4148,-0.076752,-0.60391
0.17,0.80699,1.0193,0.052113,2.3241,-1.6153,-3.3992,-0.07972,-0.62447
0.171,0.80931,1.0177,0.048722,2.3165,-1.7034,-3.3833,-0.08283,-0.64482
0.172,0.81162,1.0159,0.045347,2.3087,-1.7945,-3.3669,-0.086072,-0.66492
0.173,0.81393,1.0141,0.041988,2.3007,-1.8886,-3.35,-0.089419,-0.68501
0.174,0.81622,1.0121,0.038647,2.2924,-1.9857,-3.3328,-0.093052,-0.70461
0.175,0.81851,1.0101,0.035323,2.2839,-2.0854,-3.3151,-0.096977,-0.72376
0.176,0.82079,1.008,0.032017,2.2752,-2.1878,-3.297,-0.10118,-0.74261
0.177,0.82306,1.0057,0.028729,2.2662,-2.2927,-3.2785,-0.1058,-0.76088
0.178,0.82532,1.0034,0.02546,2.257,-2.3998,-3.2596,-0.11087,-0.77857
0.179,0.82758,1.0009,0.02221,2.2475,-2.5089,-3.2403,-0.11643,-0.79565
0.18,0.82982,0.99836,0.01898,2.2379,-2.6197,-3.2205,-0.12249,-0.81211
0.181,0.83205,0.99569,0.015769,2.2279,-2.732,-3.2004,-0.12921,-0.82772
0.182,0.83427,0.9929,0.012579,2.2178,-2.8453,-3.1799,-0.13695,-0.84196
0.183,0.83649,0.99004,0.0094095,2.2075,-2.9594,-3.159,-0.14496,-0.85598
0.184,0.83869,0.98702,0.0062611,2.1969,-3.074,-3.1378,-0.15323,-0.86978
0.185,0.84088,0.98389,0.003134,2.1861,-3.1887,-3.1162,-0.16343,-0.88095
0.186,0.84306,0.98064,2.8799e-05,2.1751,-3.3032,-3.0942,-0.17391,-0.8919
0.187,0.84523,0.97728,-0.0030543,2.1638,-3.4172,-3.0719,-0.18548,-0.90146
0.188,0.84739,0.9738,-0.0061149,2.1524,-3.5301,-3.0493,-0.19741,-0.91063
0.189,0.84954,0.97022,-0.0091527,2.1408,-3.6417,-3.0263,-0.21147,-0.91702
0.19,0.85167,0.96652,-0.012167,2.1289,-3.7515,-3.003,-0.22577,-0.92318
0.191,0.85379,0.96271,-0.015159,2.1168,-3.8591,-2.9795,-0.2403,-0.92913
0.192,0.8559,0.95885,-0.018127,2.1046,-3.9642,-2.9556,-0.25759,-0.93145
0.193,0.858,0.95483,-0.021071,2.0921,-4.0661,-2.9314,-0.27504,-0.93364
0.194,0.86009,0.95072,-0.02399,2.0795,-4.1647,-2.907,-0.29339,-0.93468
0.195,0.86216,0.9465,-0.026885,2.0666,-4.2593,-2.8823,-0.31294,-0.93417
0.196,0.86422,0.9422,-0.029754,2.0536,-4.3498,-2.8573,-0.33358,-0.93224
0.197,0.86627,0.9378,-0.032599,2.0404,-4.4356,-2.8321,-0.35535,-0.92883
0.198,0.8683,0.93333,-0.035419,2.027,-4.5164,-2.8067,-0.37746,-0.92499
0.199,0.87032,0.92877,-0.038212,2.0134,-4.5918,-2.7811,-0.40129,-0.91883
0.2,0.87233,0.9242,-0.040983,1.9997,-4.6617,-2.7552,-0.4258,-0.91175
0.201,0.87432,0.9195,-0.043725,1.9858,-4.7255,-2.7292,-0.45129,-0.90332
0.202,0.8763,0.91475,-0.046441,1.9717,-4.783,-2.703,-0.47767,-0.89364
0.203,0.87827,0.90994,-0.049131,1.9575,-4.8342,-2.6766,-0.50423,-0.88367
0.204,0.88022,0.90508,-0.051794,1.9431,-4.8787,-2.65,-0.53241,-0.8714
0.205,0.88215,0.90018,-0.05443,1.9286,-4.9164,-2.6232,-0.56084,-0.8587
0.206,0.88407,0.89524,-0.05704,1.9139,-4.9473,-2.5962,-0.59002,-0.84485
0.207,0.88598,0.89028,-0.059623,1.8991,-4.9713,-2.5691,-0.61959,-0.83034
0.208,0.88787,0.88533,-0.062178,1.8841,-4.9887,-2.5418,-0.6499,-0.81462
0.209,0.88975,0.88033,-0.064706,1.869,-5.0003,-2.5144,-0.68039,-0.79851
0.21,0.89161,0.87533,-0.067207,1.8538,-5.0071,-2.4868,-0.70815,-0.78467
0.211,0.89346,0.87032,-0.06968,1.8384,-5.01,-2.4591,-0.71424,-0.79219
0.212,0.89529,0.86529,-0.072125,1.823,-5.0102,-2.4312,-0.72016,-0.79954
0.213,0.8971,0.86029,-0.074542,1.8073,-5.0086,-2.4032,-0.72583,-0.80636
0.214,0.8989,0.85528,-0.076931,1.7916,-5.0061,-2.375,-0.73149,-0.81313
0.215,0.90068,0.85028,-0.079292,1.7758,-5.0039,-2.3468,-0.73715,-0.81985
0.216,0.90245,0.84522,-0.081625,1.7598,-5.0033,-2.3184,-0.7425,-0.82595
0.217,0.9042,0.84022,-0.083929,1.7438,-5.0043,-2.2899,-0.74777,-0.83205
0.218,0.90594,0.83522,-0.086205,1.7277,-5.0065,-2.2613,-0.75278,-0.83758
0.219,0.90766,0.83021,-0.088452,1.7114,-5.0089,-2.2327,-0.75776,-0.84307
0.22,0.90936,0.82528,-0.09067,1.6951,-5.0101,-2.2038,-0.76272,-0.84851
0.221,0.91105,0.82026,-0.09286,1.6787,-5.0096,-2.175,-0.76744,-0.85344
0.222,0.91272,0.81525,-0.09502,1.6622,-5.0083,-2.146,-0.77195,-0.85812
0.223,0.91437,0.81023,-0.097152,1.6456,-5.0067,-2.1171,-0.77639,-0.86266
0.224,0.91601,0.80522,-0.099254,1.629,-5.0059,-2.088,-0.7807,-0.86691
0.225,0.91763,0.80022,-0.10133,1.6122,-5.0059,-2.0589,-0.78486,-0.87091
0.226,0.91924,0.79521,-0.10337,1.5955,-5.0059,-2.0298,-0.78903,-0.87487
0.227,0.92082,0.79021,-0.10539,1.5786,-5.0059,-2.0006,-0.7927,-0.87811
0.228,0.92239,0.78521,-0.10737,1.5617,-5.006,-1.9714,-0.79636,-0.8813
0.229,0.92395,0.7802,-0.10933,1.5448,-5.006,-1.9421,-0.80001,-0.88444
0.23,0.92548,0.7752,-0.11126,1.5277,-5.006,-1.9129,-0.80366,-0.88753
0.231,0.927,0.77019,-0.11316,1.5107,-5.006,-1.8836,-0.80697,-0.89005
0.232,0.9285,0.76518,-0.11503,1.4936,-5.006,-1.8543,-0.81004,-0.89232
0.233,0.92999,0.76017,-0.11686,1.4765,-5.006,-1.8251,-0.81311,-0.89449
0.234,0.93146,0.75517,-0.11868,1.4593,-5.006,-1.7958,-0.81602,-0.8964
0.235,0.93291,0.75016,-0.12046,1.4421,-5.006,-1.7665,-0.81877,-0.89811
0.236,0.93434,0.74515,-0.12221,1.4248,-5.0061,-1.7373,-0.82152,-0.89982
0.237,0.93576,0.74015,-0.12393,1.4076,-5.0061,-1.7081,-0.82377,-0.9008
0.238,0.93716,0.73514,-0.12562,1.3903,-5.0061,-1.6789,-0.826,-0.90173
0.239,0.93854,0.73013,-0.12729,1.373,-5.0061,-1.6497,-0.82822,-0.90263
0.24,0.9399,0.72513,-0.12892,1.3557,-5.0062,-1.6206,-0.83042,-0.90349
0.241,0.94125,0.72012,-0.13053,1.3383,-5.0062,-1.5915,-0.83231,-0.90385
0.242,0.94258,0.71511,-0.13211,1.321,-5.0062,-1.5625,-0.83395,-0.90395
0.243,0.94389,0.71011,-0.13366,1.3037,-5.0063,-1.5335,-0.83559,-0.90398
0.244,0.94519,0.7051,-0.13517,1.2863,-5.0063,-1.5046,-0.83704,-0.90379
0.245,0.94646,0.7001,-0.13666,1.269,-5.0063,-1.4758,-0.83832,-0.90337
0.246,0.94772,0.69509,-0.13813,1.2517,-5.0064,-1.447,-0.83958,-0.90292
0.247,0.94897,0.69008,-0.13956,1.2343,-5.0064,-1.4183,-0.84041,-0.9019
0.248,0.95019,0.68508,-0.14096,1.217,-5.0064,-1.3897,-0.84122,-0.90085
0.249,0.9514,0.68007,-0.14234,1.1997,-5.0065,-1.3612,-0.84201,-0.89978
0.25,0.95259,0.67506,-0.14369,1.1825,-5.0065,-1.3328,-0.84279,-0.89867
0.251,0.95377,0.67006,-0.145,1.1652,-5.0065,-1.3045,-0.84311,-0.89695
0.252,0.95492,0.66505,-0.14629,1.148,-5.0065,-1.2763,-0.84337,-0.89527
0.253,0.95607,0.66005,-0.14757,1.1308,-5.0065,-1.2482,-0.84365,-0.89352
0.254,0.95719,0.65504,-0.1488,1.1137,-5.0065,-1.2203,-0.84348,-0.89121
0.255,0.95829,0.65003,-0.15001,1.0966,-5.0065,-1.1925,-0.84328,-0.88889
0.256,0.95938,0.64503,-0.15119,1.0795,-5.0065,-1.1648,-0.84305,-0.88656
0.257,0.96045,0.64002,-0.15234,1.0624,-5.0065,-1.1372,-0.8427,-0.88408
0.258,0.96151,0.63501,-0.15346,1.0455,-5.0066,-1.1098,-0.84196,-0.8811
0.259,0.96254,0.63001,-0.15456,1.0285,-5.0066,-1.0825,-0.84119,-0.87812
0.26,0.96356,0.625,-0.15562,1.0116,-5.0066,-1.0553,-0.84038,-0.87514
0.261,0.96457,0.61999,-0.15667,0.99479,-5.0066,-1.0283,-0.83931,-0.8718
0.262,0.96555,0.61499,-0.15768,0.97801,-5.0066,-1.0015,-0.83814,-0.86837
0.263,0.96652,0.60998,-0.15867,0.9613,-5.0066,-0.97482,-0.83686,-0.86483
0.264,0.96748,0.60497,-0.15963,0.94464,-5.0067,-0.94831,-0.83536,-0.86107
0.265,0.96841,0.59997,-0.16056,0.92805,-5.0067,-0.92196,-0.83359,-0.85701
0.266,0.96933,0.59496,-0.16147,0.91153,-5.0067,-0.89579,-0.83181,-0.85293
0.267,0.97023,0.58995,-0.16236,0.89507,-5.0067,-0.86979,-0.82999,-0.84883
0.268,0.97112,0.58494,-0.16321,0.8787,-5.0067,-0.84398,-0.82816,-0.84473
0.269,0.97199,0.57994,-0.16404,0.86239,-5.0068,-0.81835,-0.82574,-0.84
0.27,0.97285,0.57493,-0.16486,0.84616,-5.0067,-0.79286,-0.82337,-0.83533
0.271,0.97369,0.56992,-0.16564,0.83002,-5.0067,-0.76761,-0.82092,-0.83058
0.272,0.97451,0.56492,-0.16639,0.81396,-5.0067,-0.74257,-0.81816,-0.82554
0.273,0.97532,0.55991,-0.16712,0.79799,-5.0067,-0.71772,-0.81538,-0.82047
0.274,0.97611,0.5549,-0.16783,0.78211,-5.0068,-0.69309,-0.81257,-0.8154
0.275,0.97688,0.5499,-0.16851,0.76632,-5.0068,-0.66866,-0.80942,-0.80997
0.276,0.97764,0.54489,-0.16917,0.75063,-5.0068,-0.64445,-0.80619,-0.8045
0.277,0.97838,0.53988,-0.1698,0.73503,-5.0068,-0.62046,-0.8029,-0.79898
0.278,0.97911,0.53488,-0.17041,0.71954,-5.0069,-0.59669,-0.79926,-0.79311
0.279,0.97982,0.52987,-0.17099,0.70414,-5.0069,-0.57315,-0.79559,-0.78724
0.28,0.98052,0.52486,-0.17155,0.68886,-5.0069,-0.54984,-0.79189,-0.78135
0.281,0.9812,0.51986,-0.17209,0.67367,-5.0069,-0.52676,-0.78791,-0.7752
0.282,0.98186,0.51485,-0.17261,0.6586,-5.007,-0.50392,-0.78383,-0.76898
0.283,0.98252,0.50984,-0.1731,0.64364,-5.007,-0.48133,-0.77958,-0.76261
0.284,0.98315,0.50483,-0.17357,0.6288,-5.007,-0.45897,-0.77528,-0.75618
0.285,0.98377,0.49983,-0.17402,0.61407,-5.007,-0.43687,-0.77064,-0.7495
0.286,0.98438,0.49482,-0.17445,0.59946,-5.007,-0.41499,-0.76599,-0.7428
0.287,0.98498,0.48981,-0.17485,0.58497,-5.007,-0.39339,-0.76133,-0.73609
0.288,0.98555,0.48481,-0.17524,0.57061,-5.007,-0.37206,-0.75635,-0.7291
0.289,0.98612,0.4798,-0.1756,0.55638,-5.0071,-0.351,-0.75129,-0.72206
0.29,0.98667,0.47479,-0.17594,0.54227,-5.0071,-0.3302,-0.746,-0.71493
0.291,0.9872,0.46978,-0.17626,0.5283,-5.0071,-0.30968,-0.74103,-0.70794
0.292,0.98772,0.46478,-0.17656,0.51445,-5.0071,-0.28943,-0.73522,-0.70032
0.293,0.98823,0.45977,-0.17684,0.50075,-5.0072,-0.26946,-0.72939,-0.6927
0.294,0.98872,0.45476,-0.1771,0.48718,-5.0072,-0.24977,-0.72354,-0.68507
0.295,0.98921,0.44976,-0.17734,0.47375,-5.0072,-0.23037,-0.71767,-0.67743
